N_Circuito;Data_Rate;Data_Inst;Data_Activ;Estado_Cct;Entidade_PTR1;Morada_PTR1;Cod_Post_PTR1;Interface_PTR1;Equip_PTR1;Slot_PTR1;Trib_PTR1;Entidade_PTR2;Morada_PTR2;Cod_Post_PTR2;Interface_PTR2;Equip_PTR2;Slot_PTR2;Trib_PTR2;User_Cct;Propriedade_Cct;Outras_Ref
RFT001159;2 Mbps;2006-02-10;2011-10-04;Desligado;Radiomóvel;Sintra Business Park;;G.703;;2;TU-2.4.3;RT;Carregal do Sal;;G.703;;---;;Radiomóvel;ReferTelecom;Protegido
RFT001160;2 Mbps;2006-02-10;2011-10-04;Desligado;Radiomóvel;Sintra Business Park;;G.703;;6;TU-2.5.3;RT;Carregal do Sal;;G.703;;---;;Radiomóvel;ReferTelecom;Protegido
RFT001161;2 Mbps;2006-02-10;2011-10-04;Desligado;Radiomóvel;Sintra Business Park;;G.703;;2;TU-1.6.2;RT;Carregal do Sal;;G.703;;---;;Radiomóvel;ReferTelecom;Protegido
RFT001162;2 Mbps;2006-02-10;2011-10-04;Desligado;Radiomóvel;Sintra Business Park;;G.703;;2;TU-1.6.2;RT;Carregal do Sal;;G.703;;---;;Radiomóvel;ReferTelecom;Protegido
RFT001163;2 Mbps;2006-02-10;2011-10-04;Desligado;Radiomóvel;Sintra Business Park;;G.703;;2;TU-2.5.3;RT;Carregal do Sal;;G.703;;---;;Radiomóvel;ReferTelecom;Protegido
RFT001164;2 Mbps;2006-02-10;2011-10-04;Desligado;Radiomóvel;Sintra Business Park;;G.703;;10;TU-3.2.3;RT;Carregal do Sal;;G.703;;---;;Radiomóvel;ReferTelecom;Protegido
RFT001165;2 Mbps;2006-02-10;2011-10-04;Desligado;Radiomóvel;Sintra Business Park;;G.703;;10;TU-3.3.1;RT;Carregal do Sal;;G.703;;---;;Radiomóvel;ReferTelecom;Protegido
RFT001166;2 Mbps;2006-02-10;2011-10-04;Desligado;Radiomóvel;Sintra Business Park;;G.703;;10;TU-3.3.2;RT;Carregal do Sal;;G.703;;---;;Radiomóvel;ReferTelecom;Protegido
RFT001167;2 Mbps;2006-02-10;2011-10-04;Desligado;Radiomóvel;Sintra Business Park;;G.703;;10;TU-3.3.3;RT;Carregal do Sal;;G.703;;---;;Radiomóvel;ReferTelecom;Protegido
RFT001168;2 Mbps;2006-02-10;2011-10-04;Desligado;Radiomóvel;Sintra Business Park;;G.703;;10;TU-3.4.1;RT;Carregal do Sal;;G.703;;---;;Radiomóvel;ReferTelecom;Protegido
RFT001169;2 Mbps;2006-02-10;2011-10-04;Desligado;Radiomóvel;Sintra Business Park;;G.703;;10;TU-3.4.2;RT;Carregal do Sal;;G.703;;---;;Radiomóvel;ReferTelecom;Protegido
RFT001170;2 Mbps;2006-02-10;2011-10-04;Desligado;Radiomóvel;Sintra Business Park;;G.703;;2;TU-2.3.1;RT;Carregal do Sal;;G.703;;---;;Radiomóvel;ReferTelecom;Protegido
RFT001171;2 Mbps;2006-02-10;2011-10-04;Desligado;Radiomóvel;Sintra Business Park;;G.703;;10;TU-3.4.3;RT;Carregal do Sal;;G.703;;---;;Radiomóvel;ReferTelecom;Protegido
RFT001172;2 Mbps;2006-02-10;2011-10-04;Desligado;Radiomóvel;Sintra Business Park;;G.703;;10;TU-3.5.1;RT;Carregal do Sal;;G.703;;---;;Radiomóvel;ReferTelecom;Protegido
RFT001173;2 Mbps;2006-02-10;2011-10-04;Desligado;Radiomóvel;Sintra Business Park;;G.703;;10;TU-3.5.2;RT;Carregal do Sal;;G.703;;---;;Radiomóvel;ReferTelecom;Protegido
RFT001174;2 Mbps;2006-02-10;2011-10-04;Desligado;Radiomóvel;Sintra Business Park;;G.703;;2;TU-2.3.2;RT;Carregal do Sal;;G.703;;---;;Radiomóvel;ReferTelecom;Protegido
RFT001175;2 Mbps;2006-02-10;2011-10-04;Desligado;Radiomóvel;Sintra Business Park;;G.703;;10;TU-3.5.3;RT;Carregal do Sal;;G.703;;---;;Radiomóvel;ReferTelecom;Protegido
1010L009546;2 Mbps;2006-06-12;2009-05-18;Desligado;RT;Passeio do Baltico, Nº 4 - Oriente;1990-028;G.703;Horizontal 1, régua;---;14;EMEF;Rua Conde Redondo 145, Lisboa  ;;G.703;;---;;Rede de Voz;Novis;Circuito para substituir o da PT. A EMEF abandonou as instalações no dia 18-05-2009. Foi solicitado a desactivação do circuito na Sonaecom.
RFT001176;2 Mbps;2006-10-12;2006-10-12;Activo;IP;Setil;;G.703;SETIL_660_1;1;3;IP;Azambuja;;G.703;AZMBJA_650_1;1;2;IP-DAT-R.Acesso;IP;Setil - Mux 1514 - NE 30-Mux 4 - 2W.
RFT001177;155 Mbps;2005-10-03;2008-01-30;Desligado;Pluricanal;Leiria;;G.703;LEIRIA_660_1-b27;---;p1;Pluricanal;Santarém;;G.703;ENTRNC_660_1-b27;---;p1;Pluricanal;ReferTelecom;Entº - Santarém via FO, ODF SC/APC
RFT001178;2 Mbps;2006-10-24;2006-10-24;Activo;IP;Santarém;;G.703;SANTRM_650_1;1;6;IP;Vale de Santarém;;G.703;VALSNT_642_2;4;6;IP-DAT-R.Acesso;IP;
RFT001179;2 Mbps;2006-10-24;2006-10-24;Activo;IP;Santarém;;G.703;SANTRM_650_1;1;7;IP;Vale de Santarém;;G.703;VALSNT_642_2;4;7;IP-DAT-R.Acesso;IP;
RFT001180;2 Mbps;2006-10-24;2006-10-24;Activo;IP;Santarém;;G.703;SANTRM_650_1;1;8;IP;Vale de Santarém;;G.703;VALSNT_642_2;4;8;IP-DAT-R.Acesso;IP;
RFT001181;2 Mbps;2006-10-24;2006-10-24;Desligado;IP;Santarém;;G.703;SANTRM_650_1-b01;---;Tr 09;RT;G. Oriente L7;;G.703;LISORI_650_1-b01;---;Tr 18;R. Acesso;ReferTelecom;
RFT001182;2 Mbps;2006-10-24;2006-10-24;Activo;IP;Santarém;;G.703;SANTRM_650_1;1;10;IP;Azambuja;;G.703;AZMBJA_650_1;1;6;IP-DAT-R.Acesso;IP;
RFT001183;2 Mbps;2006-10-24;2006-10-25;Activo;IP;Lamarosa;;G.703;LAMARO_650_1;1;5;IP;Vale de Santarém;;G.703;VALSNT_642_2;3;2;IP-DAT-R.Acesso;IP;
RFT001184;2 Mbps;2006-10-24;2006-10-25;Activo;IP;Lamarosa;;G.703;LAMARO_650_1;1;6;IP;Pombal;;G.703;POMBAL_660_1;1;5;IP-DAT-R.Acesso;IP;
RFT001185;2 Mbps;2006-10-24;2007-11-23;Activo;IP;Pombal;;G.703;POMBAL_650_1;1;6;IP;CCO Lisboa ;;G.703;CCOLX_660_1;1;11;IP-DAT-R.Acesso;IP;
RFT001186;2 Mbps;2006-11-02;2012-02-01;Desligado;Ar Telecom;Alcântara;;G.703;;---;;RT;Aveiro;;G.703;;---;;Ar Telecom;ReferTelecom;Liga a um crcuito PT em Aveiro
RFT001187;2 Mbps;2006-10-11;2007-01-09;Desligado;Ar Telecom;Alcântara Mar;;G.703;Link de STM1;---;TU12-2.5.1;Ar Telecom;Stª Iria;;G.703;SDH_1650_sl02;---;Tr 14;Ar Telecom;ReferTelecom;"O circuito é encaminhado para Alverca via tributário de OLTE existente,
Circuito PT (Artelecom) Nº 1001329037
Foi pedida a desactivação do circuito para 30-4-09."
RFT001188;2 Mbps;2006-10-11;2009-09-16;Desligado;Ar Telecom;Alcântara Mar;;G.703;;---;TU12-2.5.2;Ar Telecom;Alverca;;G.703;1641SM;---;Tr 15;Ar Telecom;ReferTelecom;Circuito PT 1001329035 (da ArTelecom)
RFT001189;2 Mbps;2006-11-06;2018-08-31;Desligado;IP;CCOLX;;G.703;CCOLX_660_1;1;8;IP;Pombal;;G.703;POMBAL_650_1;1;7;IP-DAT-R.Acesso;IP;
RFT001190;155 Mbps;2006-11-01;2011-03-22;Desligado;Pluricanal;Leiria;;G.703;LEIRIA_660_1-b27;---;p2;Pluricanal;Coimbra;;G.703;COIMBB_660_1-b39;---;p1;Pluricanal;ReferTelecom;
1001317159;2 Mbps;2006-05-10;2011-12-29;Desligado;RT-Tua;Av. da Estação CP do Tua;5140-133 Tua;G.703;;---;;RT-Pocinho;Estação dos Caminhos de Ferro do Pocinho;5150-502 Vila Nova de Foz Côa;G.703;;---;;Rede de Dados;PT;Pedido o Upgrade para 2Mbps e terminações G.703 em 24-06-2008 (A049_1) - Pedida a desinstalação à PT em 29-12-2011 - E068_1
RFT001191;2 Mbps;2006-11-13;2009-01-14;Desligado;RT;G. Oriente;;G.703;;---;;RT;Entroncamento;;G.703;;---;;Rede de Dados;ReferTelecom;
1010L009978;2 Mbps;2006-09-13;2007-02-12;Desligado;Siemens;Rua Irmãos Siemens, nº 1;2720-093 Amadora;G.703;;---;;RT;Rua Passeio do Baltico Nº4, ;1990-028 Lisboa;G.703;Novis_H01, Shelf 01;---;3;ReferTelecom;Novis;"Circuito do NOC sl02p07- L7 sl02p08
Circuito de Teste GSM-R"
RFT001192;2 Mbps;2006-11-10;2012-07-17;Desligado;Ar Telecom;Alcântara Mar;;G.703;Link de STM1;---;TU12-2.6.2;Ar Telecom;Benfica;;G.703;BENFCA_641_1;2;Tr 05;Ar Telecom;ReferTelecom;"Circuito PT 1001334878 - Alugado pela ArTelecom
Protegido"
RFT001193;2 Mbps;2006-11-10;2012-02-01;Desligado;Ar Telecom;Alcântara Mar;;G.703;STM1-Ar Telecom;---;TU12-2.6.1;Ar Telecom;Leiria;;G.703;660_1-b1;---;14;Ar Telecom;ReferTelecom;Circuito PT Nº 
RFT001194;2 Mbps;2006-11-27;2014-08-22;Desligado;RT;G. Oriente;;G.703;ORINOC_660_1;2;1;RT;Fogueteiro (J.Neves);;G.703;FOGUET_642_1;3;5;Rede de Dados;ReferTelecom;"AT 6640507,
Fogueteiro Circuito PT: 1001328807
Cancelado por falência do cliente."
RFT001195;2 Mbps;2006-12-04;2019-12-02;Desligado;Vodafone;Matinha;;G.703;Link de STM1;---;1.5.1;Ar Telecom;Alcântara Mar;;G.703;Link de STM1;---;2.2.3;Vodafone;ReferTelecom;
RFT001196;2 Mbps;2006-12-07;2008-02-18;Desligado;RT;Campolide CTC;;G.703;CMPCTC_660_1-b01;---;Tr 01;RT;G. Oriente;;G.703;ORINOC_660_1-b13;---;Tr 20;Rede de Voz;ReferTelecom;"de Campolide CTC para Alcântara Terra vai no tributário 4 da OLTE
Pedida a desactivação em 18-02-2008, via email do Humberto, Rede de Voz"
RFT001197;2 Mbps;2006-12-04;2012-05-30;Desligado;RT;Entrecampos;;G.703;ENTCMP_660_1-b01;---;Tr 03;Claranet;Carrier House;;G.703;;---;TU12-1.1.1;Claranet;ReferTelecom;AT: 6640718
RFT001198;2 Mbps;2006-12-01;2011-04-19;Desligado;Ar Telecom;Alântara Mar;;G.703;;---;TU-2.5.3;RT;G. Oriente - Loja F2;;G.703;LISORI_650_1-b2;---;Tr 04;Ar Telecom;ReferTelecom;Ligação em HDSL até ao cliente
RFT001199;2 Mbps;2006-12-29;2022-02-01;Desligado;RT;G. Oriente;;G.703;ORINOC_660_1;13;11;RT;Tomar;;G.703;TOMAR_650_1;1;4;Rede de Dados;ReferTelecom;Desativado - João Alves.
1001328807;2 Mbps;2006-10-03;2012-07-03;Desligado;RT-Fogueteiro;Estação do Fogueteiro;2840-432 Fogueteiro;G.703;;---;;Laboratórios J NEVES;Parque Industrial do Seixal;2840-068 Paio Pires;X.21;;---;;Rede de Dados;PT;"O circuito ficou RFS em 28-11-2006
Fogueteiro - Oriente ver circuito RFT001194, a DDV alterou a terminação de X.21 para G.703. Pedida a desinstalação à PT, ficheiro A002_1 em: 03-07-2012 "
1001321960;FOE;2006-09-07;2006-11-24;Activo;RT-Estoril;Estoril - Estação Ferroviária;Estoril;FC-PC;;---;;Rádio Móvel;Sintra Business Park;Sintra;E2000;;---;;Rede de Transmissão;PT;"Estoril FO 1 e 2
RM FO 5 e 6
Distância: 28,9 km (28,7 enterrado e 0,2 Km aéreo).
Duração do contrato: 30-03-2006 - 29-03-2018"
RFT001200;2 Mbps;2007-01-11;2011-12-31;Desligado;Claranet;Refertelecom - Carrier House;;Link de STM-1;CHOUSE_660_1;---;1.7.1;APL-Leixões-Claranet;Refertelecom-Leixões;;G.703;SDH-Nokia;---;8;Claranet;Refertelecom;"Em Contumil é usado o slote 01, porto 04 do STM-16
Circuito PT  refª 1001340013 encomenda RT "
RFT001201;2 Mbps;2007-01-30;2011-10-04;Desligado;Radiomóvel;Sintra Business Park;;G.703;;2;TU-2.3.3;RT;Guimarães;;G.703;GUIMAR_660_1-b09p01;---;TU-3.2.1;Radiomóvel;ReferTelecom;Protegido
RFT001202;2 Mbps;2007-01-30;2011-10-04;Desligado;Radiomóvel;Sintra Business Park;;G.703;;6;TU-3.5.3;RT;Guimarães;;G.703;GUIMAR_660_1-b09p01;---;TU-3.2.2;Radiomóvel;ReferTelecom;Protegido
RFT001203;2 Mbps;2007-01-30;2011-10-04;Desligado;Radiomóvel;Sintra Business Park;;G.703;;6;TU-3.6.1;RT;Guimarães;;G.703;GUIMAR_660_1-b09p01;---;TU-3.2.3;Radiomóvel;ReferTelecom;Protegido
RFT001204;2 Mbps;2007-01-30;2011-10-04;Desligado;Radiomóvel;Sintra Business Park;;G.703;;2;TU-2.4.1;RT;Abrantes;;G.703;ABRANT_650_1-b9p1;---;TU-3.1.1;Radiomóvel;ReferTelecom;Protegido
RFT001205;2 Mbps;2007-01-30;2011-10-04;Desligado;Radiomóvel;Sintra Business Park;;G.703;;6;TU-3.6.2;RT;Abrantes;;G.703;ABRANT_650_1-b9p1;---;TU-3.4.1;Radiomóvel;ReferTelecom;Protegido
RFT001206;2 Mbps;2007-01-30;2011-10-04;Desligado;Radiomóvel;Sintra Business Park;;G.703;;6;TU-3.6.3;RT;Abrantes;;G.703;ABRANT_650_1-b9p1;---;TU-3.3.1;Radiomóvel;ReferTelecom;Protegido
RFT001207;2 Mbps;2007-01-30;2011-10-04;Desligado;Radiomóvel;Sintra Business Park;;G.703;;6;TU-3.3.3;RT;Leça do Balio;;G.703;LECABA_642_1-b4p1;---;TU-2.6.1;Radiomóvel;ReferTelecom;"ver terminações na gestão
Protegido"
RFT001208;2 Mbps;2007-01-30;2011-10-04;Desligado;Radiomóvel;Sintra Business Park;;G.703;;6;TU-3.4.1;RT;Leça do Balio;;G.703;LECABA_642_1-b4p1;---;TU-2.6.2;Radiomóvel;ReferTelecom;"ver terminações na gestão
Protegido"
RFT001209;2 Mbps;2007-01-30;2011-10-04;Desligado;Radiomóvel;Sintra Business Park;;G.703;;6;TU-3.4.2;RT;Leça do Balio;;G.703;LECABA_642_1-b4p1;---;TU-2.6.3;Radiomóvel;ReferTelecom;"ver terminações na gestão
Protegido"
RFT001210;2 Mbps;2007-01-30;2011-10-04;Desligado;Radiomóvel;Sintra Business Park;;G.703;;6;TU-3.4.3;RT;Leça do Balio;;G.703;ABRANT_650_1-b9p1;---;TU-2.4.3;Radiomóvel;ReferTelecom;"ver terminações na gestão
Protegido"
RFT001211;2 Mbps;2007-01-30;2011-10-04;Desligado;Radiomóvel;Sintra Business Park;;G.703;;6;TU-3.5.1;RT;Leça do Balio;;G.703;LECABA_642_1-b4p1;---;TU-2.5.1;Radiomóvel;ReferTelecom;"ver terminações na gestão
Protegido"
RFT001212;2 Mbps;2007-01-30;2011-10-04;Desligado;Radiomóvel;Sintra Business Park;;G.703;;6;TU-3.5.2;RT;Leça do Balio;;G.703;LECABA_642_1-b4p1;---;TU-2.5.2;Radiomóvel;ReferTelecom;"ver terminações na gestão
Protegido"
RFT001213;2 Mbps;2007-01-30;2009-10-28;Desligado;Radiomóvel;Sintra Business Park;;G.703;;6;TU-3.7.1;RT;Gaia;;G.703;PRCAMP_660_2-b27p2;---;TU-3.6.1;Radiomóvel;ReferTelecom;Protegido
RFT001214;2 Mbps;2007-01-30;2011-10-04;Desligado;Radiomóvel;Sintra Business Park;;G.703;;6;TU-3.7.2;RT;Gaia;;G.703;PRCAMP_660_2-b27p2;---;TU-3.6.2;Radiomóvel;ReferTelecom;Protegido
RFT001215;2 Mbps;2007-01-30;2011-10-04;Desligado;Radiomóvel;Sintra Business Park;;G.703;;2;TU-1.3.2;RT;Leiria;;G.703;LEIRIA_660_1-b9p1;---;TU-1.2.2;Radiomóvel;ReferTelecom;Protegido
RFT001216;2 Mbps;2007-01-30;2011-10-04;Desligado;Radiomóvel;Sintra Business Park;;G.703;;6;TU-3.7.3;RT;Leiria;;G.703;LEIRIA_660_1-b9p1;---;TU-1.2.3;Radiomóvel;ReferTelecom;Protegido
RFT001217;2 Mbps;2007-01-30;2011-10-04;Desligado;Radiomóvel;Sintra Business Park;;G.703;;---;;RT;Leiria;;G.703;;---;;Radiomóvel;ReferTelecom;
RFT001218;2 Mbps;2007-01-30;2011-10-04;Desligado;Radiomóvel;Sintra Business Park;;G.703;;---;;RT;Leiria;;G.703;;---;;Radiomóvel;ReferTelecom;
RFT001219;2 Mbps;2007-01-30;2011-10-04;Desligado;Radiomóvel;Sintra Business Park;;G.703;;2;TU-2.2.2;RT;Entroncamento;;G.703;ENTCRM_660_1-b9p2;---;TU-1.7.3;Radiomóvel;ReferTelecom;Protegido
RFT001220;2 Mbps;2007-01-30;2011-10-04;Desligado;Radiomóvel;Sintra Business Park;;G.703;;7;TU-1.2.1;RT;Entroncamento;;G.703;ENTCRM_660_1-b9p2;---;TU-2.1.1;Radiomóvel;ReferTelecom;Protegido
RFT001221;2 Mbps;2007-02-05;2011-10-04;Desligado;Radiomóvel;Sintra Business Park;;G.703;;7;TU-2.1.3;RT;Aveiro;;G.703;AVEIRO_660_1-b09p1;---;TU-2.1.2;Radiomóvel;ReferTelecom;"AVE302DO2
Protegido"
RFT001222;2 Mbps;2007-02-05;2011-10-04;Desligado;Radiomóvel;Sintra Business Park;;G.703;;7;TU-2.3.2;RT;Mortágua;;G.703;;---;;Radiomóvel;ReferTelecom;"COI101DO2
Protegido"
RFT001223;2 Mbps;2007-02-05;2011-10-04;Desligado;Radiomóvel;Sintra Business Park;;G.703;;7;TU-2.4.2;RT;Guimarães;;G.703;GUIMAR_660_1-b09p01;;TU-3.5.2;Radiomóvel;ReferTelecom;"BRA209D RTT
Protegido"
RFT001224;2 Mbps;2007-02-05;2011-10-04;Desligado;Radiomóvel;Sintra Business Park;;G.703;;7;TU-2.6.3;RT;Mortágua;;G.703;;---;;Radiomóvel;ReferTelecom;"SAN104DO2
Protegido"
RFT001225;2 Mbps;2007-02-05;2011-10-04;Desligado;Radiomóvel;Sintra Business Park;;G.703;;7;TU-2.5.1;RT;Entroncamento;;G.703;ENTCRM_660_1-b9p2;---;TU-1.1.3;Radiomóvel;ReferTelecom;"SAN100DO2
Protegido"
RFT001226;2 Mbps;2007-02-14;2011-10-04;Desligado;Radiomóvel;Sintra Business Park;;G.703;;1;TU-2.3.2;RT;Leiria;;G.703;LEIRIA_660_1-b9p1;---;TU-3.3.3;Radiomóvel;ReferTelecom;"LEI102 RTT
Protegido"
RFT001227;2 Mbps;2007-02-14;2011-10-04;Desligado;Radiomóvel;Sintra Business Park;;G.703;;12;TU-2.4.1;RT;Leiria;;G.703;LEIRIA_660_1-b9p1;---;TU-3.4.3;Radiomóvel;ReferTelecom;"LEI102 DO1
Protegido"
RFT001228;2 Mbps;2007-02-15;2007-02-23;Activo;IP;P. Novo;;G.703;PINOVO_660_1;1;8;IP;Barreiro;;G.703;BARERO_650_1;1;1;IP-DAT-R.Acesso;IP;Ligação aos MUXS 1511BA
RFT001229;2 Mbps;2007-02-15;2007-02-23;Desligado;Refer Telecom;Barreiro;;G.703;BARERO_650_1-b01;---;p02;Refer Telecom;Lavradio;;G.703;LAVRAD_642_1-b02;---;p01;R. Acesso;Refertelecom;Para ligar os Muxs 1511BA
RFT001230;2 Mbps;2007-02-27;2007-02-27;Activo;IP;Entrecampos;;G.703;ENTCMP_660_1;1;6;IP;Entrcampos Bunker;;G.703;ENTCBK_660_1;1;1;IP-DAT-R.Acesso;IP;
RFT001231;2 Mbps;2007-02-27;2007-02-27;Activo;IP;Entrecampos;;G.703;ENTCMP_660_1;1;7;IP;Entrcampos Bunker;;G.703;ENTCBK_660_1;1;2;IP-DAT-R.Acesso;IP;
1001339323;2 Mbps;2007-01-17;2007-03-01;Desligado;RT;Estação dos Caminhos de Ferro Leixões, Av. Eng. Duarte Pacheco;4450-110 Matosinhos;G.703;;---;;APDL-Administração dos Portos;Av. Da Liberdade, Aptd. 3004, Leça Da Palmeira;4450 - 396  Matosinhos;X.21;;---;;Claranet;PT;"Claranet: Marco Campos / Isabel Ramalho Marouço, telefone-707505159
O circuito da PT tem o Nº 1001340013"
